Latitude,Longitude,Time
11.9555827,108.4441214,15:22:01
11.955584636877905,108.44411875880284,15:22:05
11.955586747244178,108.44411677173937,15:22:07
11.95558789966834,108.44411408051238,15:22:10
11.955580910697638,108.44409598688308,15:22:12
11.955580240584746,108.44407718167702,15:22:16
11.955581671171533,108.44406470142968,15:22:21
11.955581310554862,108.4440586559459,15:22:25
11.955579825502777,108.44405006015339,15:22:27
11.955579203876344,108.4440422527531,15:22:30
11.955565547278528,108.4439875249924,15:22:32
11.955540962589648,108.44392311267481,15:22:36
11.955517469681833,108.44388867657558,15:22:41
11.955503837230752,108.4438736388337,15:22:44
11.955500665743623,108.44386984589913,15:22:46
11.95550033284221,108.44386475533139,15:22:49
11.955502308019616,108.44383402466697,15:22:51
11.955499601686093,108.44379707117531,15:22:53
11.95551639301723,108.44378486183437,15:22:57
11.955530507169122,108.44378744231763,15:23:02
11.955538772624456,108.44379240573711,15:23:05
11.955542041566902,108.443798035813,15:23:07
11.955545934545423,108.44378656435876,15:23:09
11.955537644220895,108.44375102439712,15:23:12
11.955524415165867,108.44374141393499,15:23:16
11.955516083384627,108.44373863165367,15:23:21
11.955511629333555,108.44373888383595,15:23:24
11.955506076205488,108.44373502124728,15:23:26
11.955501616044714,108.44372947892732,15:23:29
11.95549027797772,108.4437077572639,15:23:31
11.955486231049127,108.44369725653385,15:23:36
11.955469227427677,108.44368808192105,15:23:42
11.95546025239136,108.44368378838631,15:23:45
11.955443900807218,108.44367993473485,15:23:47
11.955433856862895,108.44367814973923,15:23:53
11.955430205086792,108.44367725871388,15:23:57
11.955430738680004,108.4436740759832,15:23:59
11.955422099115458,108.44367179647335,15:24:02
11.955390037955489,108.44367423737332,15:24:05
11.955381413862371,108.4436742888251,15:24:07
11.95538650938052,108.44367436151678,15:24:12
11.955382659121794,108.44367721998918,15:24:15
11.955381858683799,108.44367845223692,15:24:17
11.955368373286356,108.4436778872589,15:24:19
11.95533061109135,108.44367505526618,15:24:23
11.955309135430399,108.44368528621662,15:24:26
11.955298476791869,108.44369431243582,15:24:31
11.955289092997074,108.44369952130063,15:24:36
11.955285584527035,108.44370177220993,15:24:39
11.95528553241922,108.44370198657883,15:24:41
11.955276675200915,108.44370003880451,15:24:44
11.955270571065238,108.44369989828891,15:24:46
11.955234944313228,108.44369289040156,15:24:48
11.955196129612151,108.44369219669092,15:24:51
11.95519933954851,108.44369540544152,15:24:56
11.955192582068157,108.44369978940117,15:24:59
11.955191813986916,108.44370372309177,15:25:02
11.955176868098071,108.44372012243254,15:25:04
11.955146743627612,108.44375115796582,15:25:07
11.95512444038384,108.44377669558077,15:25:12
11.955113263472546,108.44378846588226,15:25:16
11.955108186099586,108.44379924631357,15:25:19
11.955107384318545,108.44380263303381,15:25:21
11.955101316751833,108.44385956821982,15:25:23
11.955097579075751,108.4439079381014,15:25:26
11.955096618934178,108.44393547158661,15:25:31
11.955097626431604,108.44394400151039,15:25:35
11.955098962703714,108.44394169660903,15:25:38
11.955099683976094,108.44393722711641,15:25:40
11.955102050763617,108.44393475624418,15:25:43
11.955104048275409,108.44393553552302,15:25:46
11.955106610121895,108.44393865936661,15:25:51
11.955107510057525,108.44394098893102,15:25:55
11.95511027090402,108.44394851976175,15:25:58
11.955111762623394,108.44395166006127,15:26:00
11.9551182349066,108.44397221279047,15:26:02
11.955128672446602,108.44401672407001,15:26:07
11.95511424130031,108.4440426014857,15:26:12
11.955102272051125,108.44405303205966,15:26:15
11.955100598130297,108.44406507151639,15:26:18
11.95510000113266,108.44407005450033,15:26:20
11.955092032567,108.44410061901445,15:26:23
11.955074817961366,108.444137978793,15:26:25
11.95505658566833,108.44417438117902,15:26:29
11.955058273970831,108.4441919056497,15:26:36
11.95506108659381,108.44419845617142,15:26:41
11.955068709928971,108.44419970716123,15:26:43
11.955073975613756,108.44419596889628,15:26:46
11.955076594610057,108.4442016871144,15:26:48
11.955049223206116,108.44421835373777,15:26:50
11.955025372142927,108.4442433537261,15:26:53
11.955014188347038,108.4442627972972,15:26:56
11.955045128706402,108.44424005090856,15:27:01
11.95506763895131,108.44422938530018,15:27:06
11.955080914990141,108.44423224161349,15:27:11
11.95508727797206,108.44423516030426,15:27:14
11.955088748198074,108.44424380972094,15:27:16
11.9550876674771,108.44425938060908,15:27:19
11.955085027387879,108.44426907013847,15:27:21
11.955082133247288,108.44428990768446,15:27:27
